行政区划代码	行政区划名称	行政区划拼音	上级行政区划代码
430281	醴陵市	lls	430200
430300	湘潭市	xts	430000
430302	雨湖区	yhq	430300
430304	岳塘区	ytq	430300
430321	湘潭县	xtx	430300
430381	湘乡市	xxs	430300
430382	韶山市	sss	430300
430400	衡阳市	hys	430000
430405	珠晖区	zhq	430400
430406	雁峰区	yfq	430400
430407	石鼓区	sgq	430400
430408	蒸湘区	zxq	430400
430412	南岳区	nyq	430400
430421	衡阳县	hyx	430400
430422	衡南县	hnx	430400
430423	衡山县	hsx	430400
430424	衡东县	hdx	430400
430426	祁东县	qdx	430400
430481	耒阳市	lys	430400
430482	常宁市	cns	430400
430500	邵阳市	sys	430000
430502	双清区	sqq	430500
430503	大祥区	dxq	430500
430511	北塔区	btq	430500
430521	邵东县	sdx	430500
430522	新邵县	xsx	430500
430523	邵阳县	syx	430500
430524	隆回县	lhx	430500
430525	洞口县	dkx	430500
430527	绥宁县	snx	430500
430528	新宁县	xnx	430500
430529	城步苗族自治县	cbmzzzx	430500
430581	武冈市	wgs	430500
430600	岳阳市	yys	430000
430602	岳阳楼区	yylq	430600
430603	云溪区	yxq	430600
430611	君山区	jsq	430600
430621	岳阳县	yyx	430600
430623	华容县	hrx	430600
430624	湘阴县	xyx	430600
430626	平江县	pjx	430600
430681	汨罗市	mls	430600
430682	临湘市	lxs	430600
430700	常德市	cds	430000
430702	武陵区	wlq	430700
430703	鼎城区	dcq	430700
430721	安乡县	axx	430700
430722	汉寿县	hsx	430700
430723	澧县	lx	430700
430724	临澧县	llx	430700
430725	桃源县	tyx	430700
430726	石门县	smx	430700
430781	津市市	jss	430700
430800	张家界市	zjjs	430000
430802	永定区	ydq	430800
430811	武陵源区	wlyq	430800
430821	慈利县	clx	430800
430822	桑植县	szx	430800
430900	益阳市	yys	430000
430902	资阳区	zyq	430900
430903	赫山区	hsq	430900
430921	南县	nx	430900
430922	桃江县	tjx	430900
430923	安化县	ahx	430900
430981	沅江市	yjs	430900
431000	郴州市	czs	430000
431002	北湖区	bhq	431000
431003	苏仙区	sxq	431000
431021	桂阳县	gyx	431000
431022	宜章县	yzx	431000
431023	永兴县	yxx	431000
431024	嘉禾县	jhx	431000
431025	临武县	lwx	431000
431026	汝城县	rcx	431000
431027	桂东县	gdx	431000
431028	安仁县	arx	431000
431081	资兴市	zxs	431000
431100	永州市	yzs	430000
431102	芝山区	zsq	431100
431103	冷水滩区	lstq	431100
431121	祁阳县	qyx	431100
431122	东安县	dax	431100
431123	双牌县	spx	431100
431124	道县	dx	431100
431125	江永县	jyx	431100
431126	宁远县	nyx	431100
431127	蓝山县	lsx	431100
431128	新田县	xtx	431100
431129	江华瑶族自治县	jhyzzzx	431100
431200	怀化市	hhs	430000
431202	鹤城区	hcq	431200
431221	中方县	zfx	431200
431222	沅陵县	ylx	431200
431223	辰溪县	cxx	431200
431224	溆浦县	xpx	431200
431225	会同县	htx	431200
431226	麻阳苗族自治县	mymzzzx	431200
431227	新晃侗族自治县	xhdzzzx	431200
431228	芷江侗族自治县	zjdzzzx	431200
431229	靖州苗族侗族自治县	jzmzdzzzx	431200
431230	通道侗族自治县	tddzzzx	431200
431281	洪江市	hjs	431200
431300	娄底市	lds	430000
431302	娄星区	lxq	431300
431321	双峰县	sfx	431300
431322	新化县	xhx	431300
431381	冷水江市	lsjs	431300
431382	涟源市	lys	431300
433100	湘西州	xxz	430000
433101	吉首市	jss	433100
433122	泸溪县	lxx	433100
433123	凤凰县	fhx	433100
433124	花垣县	hyx	433100
433125	保靖县	bjx	433100
433126	古丈县	gzx	433100
433127	永顺县	ysx	433100
433130	龙山县	lsx	433100
440000	广东省	gds	
440100	广州市	gzs	440000
440102	东山区	dsq	440100
440103	荔湾区	lwq	440100
440104	越秀区	yxq	440100
440105	海珠区	hzq	440100
440106	天河区	thq	440100
440107	芳村区	fcq	440100
440111	白云区	byq	440100
440112	黄埔区	hpq	440100
440113	番禺区	fyq	440100
440114	花都区	hdq	440100
440183	增城市	zcs	440100
440184	从化市	chs	440100
440200	韶关市	sgs	440000
440202	北江区	bjq	440200
440203	武江区	wjq	440200
440204	浈江区	zjq	440200
440221	曲江区	qjq	440200
440222	始兴县	sxx	440200
440224	仁化县	rhx	440200
440229	翁源县	wyx	440200
440232	乳源瑶族自治县	ryyzzzx	440200
440233	新丰县	xfx	440200
440281	乐昌市	lcs	440200
440282	南雄市	nxs	440200
440300	深圳市	szs	440000
440303	罗湖区	lhq	440300
440304	福田区	ftq	440300
440305	南山区	nsq	440300
440306	宝安区	baq	440300
440307	龙岗区	lgq	440300
440308	盐田区	ytq	440300
440400	珠海市	zhs	440000
440402	香洲区	xzq	440400
440403	斗门区	dmq	440400
440404	金湾区	jwq	440400
440500	汕头市	sts	440000
440507	龙湖区	lhq	440500
440508	市区	sq	440500
440511	金平区	jpq	440500
440512	濠江区	hjq	440500
440513	潮阳区	cyq	440500
440514	潮南区	cnq	440500
440515	澄海区	chq	440500
440523	南澳县	nax	440500
440600	佛山市	fss	440000
440604	禅城区	ccq	440600
440605	南海区	nhq	440600
440606	顺德区	sdq	440600
440607	三水区	ssq	440600
440608	高明区	gmq	440600
440700	江门市	jms	440000
440703	蓬江区	pjq	440700
440704	江海区	jhq	440700
440705	新会区	xhq	440700
440781	台山市	tss	440700
440783	开平市	kps	440700
440784	鹤山市	hss	440700
440785	恩平市	eps	440700
440800	湛江市	zjs	440000
440802	赤坎区	ckq	440800
440803	霞山区	xsq	440800
440804	坡头区	ptq	440800
440805	开发区	kfq	440800
440811	麻章区	mzq	440800
440823	遂溪县	sxx	440800
440825	徐闻县	xwx	440800
440881	廉江市	ljs	440800
440882	雷州市	lzs	440800
440883	吴川市	wcs	440800
440884	东海岛	dhd	440800
440900	茂名市	mms	440000
440902	茂南区	mnq	440900
440903	茂港区	mgq	440900
440923	电白县	dbx	440900
440981	高州市	gzs	440900
440982	化州市	hzs	440900
440983	信宜市	xys	440900
441200	肇庆市	zqs	440000
441202	端州区	dzq	441200
441203	鼎湖区	dhq	441200
441223	广宁县	gnx	441200
441224	怀集县	hjx	441200
441225	封开县	fkx	441200
441226	德庆县	dqx	441200
441283	高要市	gys	441200
441284	四会市	shs	441200
441300	惠州市	hzs	440000
441302	惠城区	hcq	441300
441303	惠阳区	hyq	441300
441322	博罗县	blx	441300
441323	惠东县	hdx	441300
441324	龙门县	lmx	441300
441400	梅州市	mzs	440000
441402	梅江区	mjq	441400
441421	梅县	mx	441400
441422	大埔县	dpx	441400
441423	丰顺县	fsx	441400
441424	五华县	whx	441400
441426	平远县	pyx	441400
441427	蕉岭县	qlx	441400
441481	兴宁市	xns	441400
441500	汕尾市	sws	440000
441502	城区	cq	441500
441503	华侨管理区	hqglq	441500
441521	海丰县	hfx	441500
441523	陆河县	lhx	441500
441581	陆丰市	lfs	441500
441582	红海湾经济开发试验区	hhwjjkfsyq	441500
441600	河源市	hys	440000
441602	源城区	ycq	441600
441621	紫金县	zjx	441600
441622	龙川县	lcx	441600
441623	连平县	lpx	441600
441624	和平县	hpx	441600
441625	东源县	dyx	441600
441700	阳江市	yjs	440000
441702	江城区	jcq	441700
441721	阳西县	yxx	441700
441723	阳东县	ydx	441700
441781	阳春市	ycs	441700
441800	清远市	qys	440000
441802	清城区	qcq	441800
441821	佛冈县	fgx	441800
441823	阳山县	ysx	441800
441825	连山壮族瑶族自治县	lszzyzzzx	441800
441826	连南瑶族自治县	lnyzzzx	441800
441827	清新县	qxx	441800
441881	英德市	yds	441800
441882	连州市	lzs	441800
441900	东莞市	dgs	440000
442000	中山市	zss	440000
445100	潮州市	czs	440000
445102	湘桥区	xqq	445100
445103	枫溪区	fxq	445100
445121	潮安县	cax	445100
445122	饶平县	rpx	445100
445200	揭阳市	jys	440000
445202	榕城区	rcq	445200
445203	东山区	dsq	445200
445204	经济开发实验区	jjkfsyq	445200
445221	揭东县	jdx	445200
445222	揭西县	jxx	445200
445224	惠来县	hlx	445200
445281	普宁市	pns	445200
445300	云浮市	yfs	440000
445302	云城区	ycq	445300
445321	新兴县	xxx	445300
445322	郁南县	ynx	445300
445323	云安县	yax	445300
445381	罗定市	lds	445300
450000	广西	gx	
450100	南宁市	nns	450000
450102	兴宁区	xnq	450100
450103	青秀区	qxq	450100
450104	城北区	cbq	450100
450105	江南区	jnq	450100
450106	永新区	yxq	450100
450107	西乡塘区	xxtq	450100
450108	良庆区	lqq	450100
450109	邕宁区	ynq	450100
450121	邕宁县	ynx	450100
450122	武鸣县	wmx	450100
450123	隆安县	lax	450100
450124	马山县	msx	450100
450125	上林县	slx	450100
450126	宾阳县	byx	450100
450127	横县	hx	450100
450200	柳州市	lzs	450000
450202	城中区	czq	450200
450203	鱼峰区	yfq	450200
450204	柳南区	lnq	450200
450205	柳北区	lbq	450200
450221	柳江县	ljx	450200
450222	柳城县	lcx	450200
450223	鹿寨县	lzx	450200
450224	融安县	rax	450200
450225	融水苗族自治县	rsmzzzx	450200
450226	三江侗族自治县	sjdzzzx	450200
450300	桂林市	gls	450000
450302	秀峰区	xfq	450300
450303	叠彩区	dcq	450300
450304	象山区	xsq	450300
450305	七星区	qxq	450300
450311	雁山区	ysq	450300
450321	阳朔县	ysx	450300
450322	临桂县	lgx	450300
450323	灵川县	lcx	450300
450324	全州县	qzx	450300
450325	兴安县	xax	450300
450326	永福县	yfx	450300
450327	灌阳县	gyx	450300
450328	龙胜各族自治县	lsgzzzx	450300
450329	资源县	zyx	450300
450330	平乐县	plx	450300
450331	荔蒲县	lpx	450300
450332	恭城瑶族自治县	gcyzzzx	450300
450400	梧州市	wzs	450000
450403	万秀区	wxq	450400
450404	蝶山区	dsq	450400
450405	长洲区	czq	450400
450421	苍梧县	cwx	450400
450422	藤县	tx	450400
450423	蒙山县	msx	450400
450481	岑溪市	cxs	450400
450500	北海市	bhs	450000
450502	海城区	hcq	450500
450503	银海区	yhq	450500
450512	铁山港区	tsgq	450500
450521	合浦县	hpx	450500
450600	防城港市	fcgs	450000
450602	港口区	gkq	450600
450603	防城区	fcq	450600
450621	上思县	ssx	450600
450681	东兴市	dxs	450600
450700	钦州市	qzs	450000
450702	钦南区	qnq	450700
450703	钦北区	qbq	450700
450721	灵山县	lsx	450700
450722	浦北县	pbx	450700
450800	贵港市	ggs	450000
450802	港北区	gbq	450800
450803	港南区	gnq	450800
450804	覃塘区	qtq	450800
450821	平南县	pnx	450800
450881	桂平市	gps	450800
450900	玉林市	yls	450000
450902	玉州区	yzq	450900
450921	容县	rx	450900
450922	陆川县	lcx	450900
450923	博白县	bbx	450900
450924	兴业县	xyx	450900
450981	北流市	bls	450900
451000	百色市	bss	450000
451002	右江区	yjq	451000
451021	田阳县	tyx	451000
451022	田东县	tdx	451000
451023	平果县	pgx	451000
451024	德保县	dbx	451000
451025	靖西县	jxx	451000
451026	那坡县	npx	451000
451027	凌云县	lyx	451000
451028	乐业县	lyx	451000
451029	田林县	tlx	451000
451030	西林县	xlx	451000
451031	隆林各族自治县	llgzzzx	451000
451100	贺州市	hzs	450000
451102	八步区	bbq	451100
451121	昭平县	zpx	451100
451122	钟山县	zsx	451100
451123	富川瑶族自治县	fcyzzzx	451100
451200	河池市	hcs	450000
451202	金城江区	jcjq	451200
451221	南丹县	ndx	451200
451222	天峨县	tex	451200
451223	凤山县	fsx	451200
451224	东兰县	dlx	451200
451225	罗城仫佬族自治县	lcmlzzzx	451200
451226	环江毛南族自治县	hjmnzzzx	451200
451227	巴马瑶族自治县	bmyzzzx	451200
451228	都安瑶族自治县	dayzzzx	451200
451229	大化瑶族自治县	dhyzzzx	451200
451281	宜州市	yzs	451200
451300	来宾市	lbs	450000
451302	兴宾区	xbq	451300
451321	忻城县	xcx	451300
451322	象州县	xzx	451300
451323	武宣县	wxx	451300
451324	金秀瑶族自治县	jxyzzzx	451300
451381	合山市	hss	451300
451400	崇左市	czs	450000
451402	江洲区	jzq	451400
451421	扶绥县	fsx	451400
451422	宁明县	nmx	451400
451423	龙州县	lzx	451400
451424	大新县	dxx	451400
451425	天等县	tdx	451400
451481	凭祥市	pxs	451400
460000	海南省	hns	
460100	海口市	hks	460000
460105	秀英区	xyq	460100
460106	龙华区	lhq	460100
460107	琼山区	qsq	460100
460108	美兰区	mlq	460100
460200	三亚市	sys	460000
469001	五指山市	wzss	460000
469002	琼海市	qhs	460000
469003	儋州市	dzs	460000
469005	文昌市	wcs	460000
469006	万宁市	wns	460000
469007	东方市	dfs	460000
469025	定安县	dax	460000
469026	屯昌县	tcx	460000
469027	澄迈县	cmx	460000
469028	临高县	lgx	460000
469030	白沙黎族自治县	bslzzzx	460000
469031	昌江黎族自治县	cjlzzzx	460000
469033	乐东黎族自治县	ldlzzzx	460000
469034	陵水黎族自治县	lslzzzx	460000
469035	保亭黎族苗族自治县	btlzmzzzx	460000
469036	琼中黎族苗族自治县	qzlzmzzzx	460000
469037	西沙群岛	xsqd	460000
469038	南沙群岛	nsqd	460000
469039	中沙群岛的岛礁及其海域	zsqdddjjqhy	460000
500000	重庆市	cqs	
500100	重庆市	cqs	500000
500101	万州区	wzq	500100
500102	涪陵区	flq	500100
500103	渝中区	yzq	500100
500104	大渡口区	ddkq	500100
500105	江北区	jbq	500100
500106	沙坪坝区	spbq	500100
500107	九龙坡区	jlpq	500100
500108	南岸区	naq	500100
500109	北碚区	bbq	500100
500110	万盛区	wsq	500100
500111	双桥区	sqq	500100
500112	渝北区	ybq	500100
500113	巴南区	bnq	500100
500114	黔江区	qjq	500100
500115	长寿区	csq	500100
500222	綦江县	qjx	500100
500223	潼南县	tnx	500100
500224	铜梁县	tlx	500100
500225	大足县	dzx	500100
500226	荣昌县	rcx	500100
500227	璧山县	bsx	500100
500228	梁平县	lpx	500100
500229	城口县	ckx	500100
500230	丰都县	fdx	500100
500231	垫江县	djx	500100
500232	武隆县	wlx	500100
500233	忠县	zx	500100
500234	开县	kx	500100
500235	云阳县	yyx	500100
500236	奉节县	fjx	500100
500237	巫山县	wsx	500100
500238	巫溪县	wxx	500100
500240	石柱土家族自治县	sztjzzzx	500100
500241	秀山土家族苗族自治县	xstjzmzzzx	500100
500242	酉阳土家族苗族自治县	yytjzmzzzx	500100
500243	彭水苗族土家族自治县	psmztjzzzx	500100
500381	江津市	jjs	500100
500382	合川市	hcs	500100
500383	永川市	ycs	500100
500384	南川市	ncs	500100
510000	四川省	scs	
510100	成都市	cds	510000
510104	锦江区	jjq	510100
510105	青羊区	qyq	510100
510106	金牛区	jnq	510100
510107	武侯区	whq	510100
510108	成华区	chq	510100
510109	高新区	gxq	510100
510110	高新西区	gxxq	510100
510112	龙泉驿区	lqyq	510100
510113	青白江区	qbjq	510100
510114	新都区	xdq	510100
510115	温江区	wjq	510100
510121	金堂县	jtx	510100
510122	双流县	slx	510100
510124	郫县	px	510100
510129	大邑县	dyx	510100
510131	蒲江县	pjx	510100
510132	新津县	xjx	510100
510181	都江堰市	djys	510100
510182	彭州市	pzs	510100
510183	邛崃市	qls	510100
510184	崇州市	czs	510100
510300	自贡市	zgs	510000
510302	自流井区	zljq	510300
510303	贡井区	gjq	510300
510304	大安区	daq	510300
510311	沿滩区	ytq	510300
510321	荣县	rx	510300
510322	富顺县	fsx	510300
510400	攀枝花市	pzhs	510000
510411	仁和区	rhq	510400
510421	米易县	myx	510400
510422	盐边县	ybx	510400
510500	泸州市	lzs	510000
510502	江阳区	jyq	510500
510503	纳溪区	nxq	510500
510504	龙马潭区	lmtq	510500
510521	泸县	lx	510500
510522	合江县	hjx	510500
510524	叙永县	xyx	510500
510525	古蔺县	glx	510500
510600	德阳市	dys	510000
510603	旌阳区	jyq	510600
510623	中江县	zjx	510600
510626	罗江县	ljx	510600
510681	广汉市	ghs	510600
510682	什邡市	sfs	510600
510683	绵竹市	mzs	510600
510700	绵阳市	mys	510000
510703	涪城区	fcq	510700
510704	游仙区	yxq	510700
510722	三台县	stx	510700
510723	盐亭县	ytx	510700
510724	安县	ax	510700
510725	梓潼县	ztx	510700
510726	北川羌族自治县	bcqzzzx	510700
510727	平武县	pwx	510700
510781	江油市	jys	510700
510800	广元市	gys	510000
510802	市中区	szq	510800
510811	元坝区	ybq	510800
510812	朝天区	ctq	510800
510821	旺苍县	wcx	510800
510822	青川县	qcx	510800
510823	剑阁县	jgx	510800
510824	苍溪县	cxx	510800
510900	遂宁市	sns	510000
510903	船山区	csq	510900
510904	安居区	ajq	510900
510921	蓬溪县	pxx	510900
510922	射洪县	shx	510900
510923	大英县	dyx	510900
511000	内江市	njs	510000
511002	市中区	szq	511000
511011	东兴区	dxq	511000
511024	威远县	wyx	511000
511025	资中县	zzx	511000
511028	隆昌县	lcx	511000
511100	乐山市	lss	510000
511102	市中区	szq	511100
511111	沙湾区	swq	511100
511112	五通桥区	wtqq	511100
511113	金口河区	jkhq	511100
511123	犍为县	jwx	511100
511124	井研县	jyx	511100
511126	夹江县	jjx	511100
511129	沐川县	mcx	511100
511132	峨边彝族自治县	ebyzzzx	511100
511133	马边彝族自治县	mbyzzzx	511100
511181	峨眉山市	emss	511100
511300	南充市	ncs	510000
511302	顺庆区	sqq	511300
511303	高坪区	gpq	511300
511304	嘉陵区	jlq	511300
511321	南部县	nbx	511300
511322	营山县	ysx	511300
511323	蓬安县	pax	511300
511324	仪陇县	ylx	511300
511325	西充县	xcx	511300
511381	阆中市	lzs	511300
511400	眉山市	mss	510000
511402	东坡区	dpq	511400
511421	仁寿县	rsx	511400
511422	彭山县	psx	511400
511423	洪雅县	hyx	511400
511424	丹棱县	dlx	511400
511425	青神县	qsx	511400
511500	宜宾市	ybs	510000
511502	翠屏区	cpq	511500
511521	宜宾县	ybx	511500
511522	南溪县	nxx	511500
511523	江安县	jax	511500
511524	长宁县	cnx	511500
511525	高县	gx	511500
511526	珙县	gx	511500
511527	筠连县	jlx	511500
511528	兴文县	xwx	511500
511529	屏山县	psx	511500
511600	广安市	gas	510000
511602	广安区	gaq	511600
511621	岳池县	ycx	511600
511622	武胜县	wsx	511600
511623	邻水县	lsx	511600
511681	华莹市	hys	511600
511700	达州市	dzs	510000
511702	通川区	tcq	511700
511721	达县	dx	511700
511722	宣汉县	xhx	511700
511723	开江县	kjx	511700
511724	大竹县	dzx	511700
511725	渠县	qx	511700
511781	万源市	wys	511700
511800	雅安市	yas	510000
511802	雨城区	ycq	511800
511821	名山县	msx	511800
511822	荥经县	xjx	511800
511823	汉源县	hyx	511800
511824	石棉县	smx	511800
511825	天全县	tqx	511800
511826	芦山县	lsx	511800
511827	宝兴县	bxx	511800
511900	巴中市	bzs	510000
511902	巴州区	bzq	511900
511921	通江县	tjx	511900
511922	南江县	njx	511900
511923	平昌县	pcx	511900
512000	资阳市	zys	510000
512002	雁江区	yjq	512000
512021	安岳县	ayx	512000
512022	乐至县	lzx	512000
512081	简阳市	jys	512000
513200	阿坝州	abz	510000
513221	汶川县	wcx	513200
513222	理县	lx	513200
513223	茂县	mx	513200
513224	松潘县	spx	513200
513225	九寨沟县	jzgx	513200
513226	金川县	jcx	513200
513227	小金县	xjx	513200
513228	黑水县	hsx	513200
513229	马尔康县	mekx	513200
513230	壤塘县	rtx	513200
513231	阿坝县	abx	513200
513232	若尔盖县	regx	513200
513233	红原县	hyx	513200
513300	甘孜州	gzz	510000
513321	康定县	kdx	513300
513322	泸定县	ldx	513300
513323	丹巴县	dbx	513300
513324	九龙县	jlx	513300
513325	雅江县	yjx	513300
513326	道孚县	dfx	513300
513327	炉霍县	lhx	513300
513328	甘孜县	gzx	513300
513329	新龙县	xlx	513300
513330	德格县	dgx	513300
513331	白玉县	byx	513300
513332	石渠县	sqx	513300
513333	色达县	sdx	513300
513334	理塘县	ltx	513300
513335	巴塘县	btx	513300
513336	乡城县	xcx	513300
513337	稻城县	dcx	513300
513338	得荣县	drx	513300
513400	凉山州	lsz	510000
513401	西昌市	xcs	513400
513422	木里藏族自治县	mlczzzx	513400
513423	盐源县	yyx	513400
513424	德昌县	dcx	513400
513425	会理县	hlx	513400
513426	会东县	hdx	513400
513427	宁南县	nnx	513400
513428	普格县	pgx	513400
513429	布拖县	btx	513400
513430	金阳县	jyx	513400
513431	昭觉县	zjx	513400
513432	喜德县	xdx	513400
513433	冕宁县	mnx	513400
513434	越西县	yxx	513400
513435	甘洛县	glx	513400
513436	美姑县	mgx	513400
513437	雷波县	lbx	513400
520000	贵州省	gzs	
520100	贵阳市	gys	520000
520102	南明区	nmq	520100
520103	云岩区	yyq	520100
520111	花溪区	hxq	520100
520112	乌当区	wdq	520100
520113	白云区	byq	520100
520114	小河区	xhq	520100
520121	开阳县	kyx	520100
520122	息烽县	xfx	520100
520123	修文县	xwx	520100
520181	清镇市	qzs	520100
520200	六盘水市	lpss	520000
520201	钟山区	zsq	520200
520203	六枝特区	lztq	520200
520221	水城县	scx	520200
520222	盘县	px	520200
520300	遵义市	zys	520000
520302	红花岗区	hhgq	520300
520303	汇川区	hcq	520300
520321	遵义县	zyx	520300
520322	桐梓县	tzx	520300
520323	绥阳县	syx	520300
520324	正安县	zax	520300
520325	道真仡佬族苗族自治县	dzglzmzzzx	520300
520326	务川仡佬族苗族自治县	wcglzmzzzx	520300
520327	凤冈县	fgx	520300
520328	湄潭县	mtx	520300
520329	余庆县	yqx	520300
520330	习水县	xsx	520300
520381	赤水市	css	520300
520382	仁怀市	rhs	520300
520400	安顺市	ass	520000
520402	西秀区	xxq	520400
520421	平坝县	pbx	520400
520422	普定县	pdx	520400
520423	镇宁布依族苗族自治县	znbyzmzzzx	520400
520424	关岭布依族苗族自治县	glbyzmzzzx	520400
520425	紫云苗族布依族自治县	zymzbyzzzx	520400
522200	铜仁地区	trdq	520000
522201	铜仁市	trs	522200
522222	江口县	jkx	522200
522223	玉屏侗族自治县	ypdzzzx	522200
522224	石阡县	sqx	522200
522225	思南县	snx	522200
522226	印江土家族苗族自治县	yjtjzmzzzx	522200
522227	德江县	djx	522200
522228	沿河土家族自治县	yhtjzzzx	522200
522229	松桃苗族自治县	stmzzzx	522200
522230	万山特区	wstq	522200
522300	黔西南州	qxnz	520000
522301	兴义市	xys	522300
522322	兴仁县	xrx	522300
522323	普安县	pax	522300
522324	晴隆县	qlx	522300
522325	贞丰县	zfx	522300
522326	望谟县	wmx	522300
522327	册亨县	chx	522300
522328	安龙县	alx	522300
522400	毕节地区	bjdq	520000
522401	毕节市	bjs	522400
522422	大方县	dfx	522400
522423	黔西县	qxx	522400
522424	金沙县	jsx	522400
522425	织金县	zjx	522400
522426	纳雍县	nyx	522400
522427	威宁彝族回族苗族自治县	wnyzhzmzzzx	522400
522428	赫章县	hzx	522400
522600	黔东南州	qdnz	520000
522601	凯里市	kls	522600
522622	黄平县	hpx	522600
522623	施秉县	sbx	522600
522624	三穗县	ssx	522600
522625	镇远县	zyx	522600
522626	岑巩县	cgx	522600
522627	天柱县	tzx	522600
522628	锦屏县	jpx	522600
522629	剑河县	jhx	522600
522630	台江县	tjx	522600
522631	黎平县	lpx	522600
522632	榕江县	rjx	522600
522633	从江县	cjx	522600
522634	雷山县	lsx	522600
522635	麻江县	mjx	522600
522636	丹寨县	dzx	522600
522700	黔南州	qnz	520000
522701	都匀市	dys	522700
522702	福泉市	fqs	522700
522722	荔波县	lbx	522700
522723	贵定县	gdx	522700
522725	瓮安县	wax	522700
522726	独山县	dsx	522700
522727	平塘县	ptx	522700
522728	罗甸县	ldx	522700
522729	长顺县	csx	522700
522730	龙里县	llx	522700
522731	惠水县	hsx	522700
522732	三都水族自治县	sdszzzx	522700
530000	云南省	yns	
530100	昆明市	kms	530000
530102	五华区	whq	530100
530103	盘龙区	plq	530100
530111	官渡区	gdq	530100
530112	西山区	xsq	530100
530113	东川区	dcq	530100
530121	呈贡县	cgx	530100
530122	晋宁县	jnx	530100
530124	富民县	fmx	530100
530125	宜良县	ylx	530100
530126	石林彝族自治县	slyzzzx	530100
530127	嵩明县	smx	530100
530128	禄劝彝族苗族自治县	lqyzmzzzx	530100
530129	寻甸回族彝族自治县	xdhzyzzzx	530100
530181	安宁市	ans	530100
530300	曲靖市	qjs	530000
530302	麒麟区	qlq	530300
530321	马龙县	mlx	530300
530322	陆良县	llx	530300
530323	师宗县	szx	530300
530324	罗平县	lpx	530300
530325	富源县	fyx	530300
530326	会泽县	hzx	530300
530328	沾益县	zyx	530300
530381	宣威市	xws	530300
530400	玉溪市	yxs	530000
530402	红塔区	htq	530400
530421	江川县	jcx	530400
530422	澄江县	cjx	530400
530423	通海县	thx	530400
530424	华宁县	hnx	530400
530425	易门县	ymx	530400
530426	峨山彝族自治县	esyzzzx	530400
530427	新平彝族傣族自治县	xpyzdzzzx	530400
530428	元江哈尼族彝族傣族自治县	yjhnzyzdzzzx	530400
530500	保山市	bss	530000
530502	隆阳区	lyq	530500
530521	施甸县	sdx	530500
530522	腾冲县	tcx	530500
530523	龙陵县	llx	530500
530524	昌宁县	cnx	530500
530600	昭通市	zts	530000
530602	昭阳区	zyq	530600
530621	鲁甸县	ldx	530600
530622	巧家县	qjx	530600
530623	盐津县	yjx	530600
530624	大关县	dgx	530600
530625	永善县	ysx	530600
530626	绥江县	sjx	530600
530627	镇雄县	zxx	530600
530628	彝良县	ylx	530600
530629	威信县	wxx	530600
530630	水富县	sfx	530600
530700	丽江市	ljs	530000
530702	古城区	gcq	530700
530721	玉龙纳西族自治县	ylnxzzzx	530700
530722	永胜县	ysx	530700
530723	华坪县	hpx	530700
530724	宁蒗彝族自治县	nlyzzzx	530700
530800	思茅市	sms	530000
530802	翠云区	cyq	530800
530821	普洱哈尼族彝族自治县	pehnzyzzzx	530800
530822	墨江哈尼族自治县	mjhnzzzx	530800
530823	景东彝族自治县	jdyzzzx	530800
530824	景谷傣族彝族自治县	jgdzyzzzx	530800
530825	镇沅彝族哈尼族拉祜族自治县	zyyzhnzlhzzzx	530800
530826	江城哈尼族彝族自治县	jchnzyzzzx	530800
530827	孟连傣族拉祜族佤族自治县	mldzlhzwzzzx	530800
530828	澜沧拉祜族自治县	lclhzzzx	530800
530829	西盟佤族自治县	xmwzzzx	530800
530900	临沧市	lcs	530000
530902	临翔区	lxq	530900
530921	凤庆县	fqx	530900
530922	云县	yx	530900
530923	永德县	ydx	530900
530924	镇康县	zkx	530900
530925	双江拉祜族佤族布朗族傣族自治县	sjlhzwzblzdzzzx	530900
530926	耿马傣族佤族自治县	gmdzwzzzx	530900
530927	沧源佤族自治县	cywzzzx	530900
532300	楚雄州	cxz	530000
532301	楚雄市	cxs	532300
532322	双柏县	sbx	532300
532323	牟定县	mdx	532300
532324	南华县	nhx	532300
532325	姚安县	yax	532300
532326	大姚县	dyx	532300
532327	永仁县	yrx	532300
532328	元谋县	ymx	532300
532329	武定县	wdx	532300
532331	禄丰县	lfx	532300
532500	红河州	hhz	530000
532501	个旧市	gjs	532500
532502	开远市	kys	532500
532522	蒙自县	mzx	532500
532523	屏边苗族自治县	pbmzzzx	532500
532524	建水县	jsx	532500
532525	石屏县	spx	532500
532526	弥勒县	mlx	532500
532527	泸西县	lxx	532500
532528	元阳县	yyx	532500
532529	红河县	hhx	532500
532530	金平苗族瑶族傣族自治县	jpmzyzdzzzx	532500
532531	绿春县	lcx	532500
532532	河口瑶族自治县	hkyzzzx	532500
532600	文山州	wsz	530000
532621	文山县	wsx	532600
532622	砚山县	ysx	532600
532623	西畴县	xcx	532600
532624	麻栗坡县	mlpx	532600
532625	马关县	mgx	532600
532626	丘北县	qbx	532600
532627	广南县	gnx	532600
532628	富宁县	fnx	532600
532800	西双版纳州	xsbnz	530000
532801	景洪市	jhs	532800
532822	勐海县	mhx	532800
532823	勐腊县	mlx	532800
532900	大理州	dlz	530000
532901	大理市	dls	532900
532922	漾濞彝族自治县	ybyzzzx	532900
532923	祥云县	xyx	532900
532924	宾川县	bcx	532900
